DRR127683,SAMD00114929,DRX120427,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22367121,6292083222,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114929,metagenomic data from human fecal samples,DRX120427,3896588323,SAMD00114929,human feces_10639
DRR127685,SAMD00114931,DRX120429,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22056799,6238395657,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114931,metagenomic data from human fecal samples,DRX120429,3852384811,SAMD00114931,human feces_10656
DRR127704,SAMD00114950,DRX120448,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,21765798,6123261856,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114950,metagenomic data from human fecal samples,DRX120448,4169749556,SAMD00114950,human feces_10716
DRR127720,SAMD00114966,DRX120464,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,26447544,7300452343,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114966,metagenomic data from human fecal samples,DRX120464,5217505172,SAMD00114966,human feces_10847
DRR127721,SAMD00114967,DRX120465,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22693201,6412035294,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114967,metagenomic data from human fecal samples,DRX120465,4499389120,SAMD00114967,human feces_10850
DRR127724,SAMD00114970,DRX120468,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,29446498,8183173884,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114970,metagenomic data from human fecal samples,DRX120468,4837464237,SAMD00114970,human feces_10037
DRR127736,SAMD00114982,DRX120480,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,21368445,5979583282,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114982,metagenomic data from human fecal samples,DRX120480,3583789914,SAMD00114982,human feces_10246
DRR127737,SAMD00114983,DRX120481,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,32966349,9151356780,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00114983,metagenomic data from human fecal samples,DRX120481,5451137986,SAMD00114983,human feces_10234
DRR127754,SAMD00115000,DRX120498,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24131306,6727471684,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00115000,metagenomic data from human fecal samples,DRX120498,4063339297,SAMD00115000,human feces_10103
DRR127763,SAMD00115009,DRX120507,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24857800,6863461637,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00115009,metagenomic data from human fecal samples,DRX120507,4173798826,SAMD00115009,human feces_10362
DRR127767,SAMD00115013,DRX120511,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24224902,6810437048,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00115013,metagenomic data from human fecal samples,DRX120511,4266500372,SAMD00115013,human feces_10380
DRR127774,SAMD00115020,DRX120518,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,19941627,5515213950,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00115020,metagenomic data from human fecal samples,DRX120518,3325730264,SAMD00115020,human feces_10059
DRR127777,SAMD00115023,DRX120521,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,27234216,7559306882,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00115023,metagenomic data from human fecal samples,DRX120521,4587140011,SAMD00115023,human feces_10048
DRR162776,SAMD00154992,DRX153395,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,16550774,4701732700,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00154992,metagenomic data from human fecal samples,DRX153395,2958185806,SAMD00154992,human feces_10515
DRR171460,SAMD00164695,DRX162072,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,27826350,7841313341,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164695,metagenomic data from human fecal samples,DRX162072,4778760444,SAMD00164695,human feces_10030
DRR171461,SAMD00164696,DRX162073,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22870138,6565372393,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164696,metagenomic data from human fecal samples,DRX162073,3128253095,SAMD00164696,human feces_10030.1
DRR171468,SAMD00164728,DRX162080,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,38758065,10808757025,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164728,metagenomic data from human fecal samples,DRX162080,6664102273,SAMD00164728,human feces_10296
DRR171469,SAMD00164729,DRX162081,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25060846,6922884853,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164729,metagenomic data from human fecal samples,DRX162081,4239211139,SAMD00164729,human feces_10298
DRR171478,SAMD00164757,DRX162090,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,21866598,6198920917,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164757,metagenomic data from human fecal samples,DRX162090,4295335011,SAMD00164757,human feces_10511
DRR171481,SAMD00164764,DRX162093,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,18273759,5144264083,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164764,metagenomic data from human fecal samples,DRX162093,3290314465,SAMD00164764,human feces_10549
DRR171484,SAMD00164769,DRX162096,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24301351,6930592546,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164769,metagenomic data from human fecal samples,DRX162096,4793754794,SAMD00164769,human feces_10568
DRR171485,SAMD00164771,DRX162097,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,23064747,6529634166,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164771,metagenomic data from human fecal samples,DRX162097,4518733159,SAMD00164771,human feces_10579
DRR171495,SAMD00164791,DRX162107,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25283746,7415775179,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164791,metagenomic data from human fecal samples,DRX162107,3442596795,SAMD00164791,human feces_10681
DRR171498,SAMD00164804,DRX162110,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22108007,6105436977,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164804,metagenomic data from human fecal samples,DRX162110,3365164038,SAMD00164804,human feces_10793
DRR171507,SAMD00164817,DRX162119,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,16654167,4862307767,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164817,metagenomic data from human fecal samples,DRX162119,2424204906,SAMD00164817,human feces_10860
DRR171508,SAMD00164818,DRX162120,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,19438319,5672458146,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164818,metagenomic data from human fecal samples,DRX162120,2818912798,SAMD00164818,human feces_10866
DRR171510,SAMD00164820,DRX162122,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,23466819,6805148239,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164820,metagenomic data from human fecal samples,DRX162122,3419249907,SAMD00164820,human feces_10880
DRR171511,SAMD00164821,DRX162123,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,13238778,3866419721,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164821,metagenomic data from human fecal samples,DRX162123,1569427125,SAMD00164821,human feces_10887
DRR171513,SAMD00164823,DRX162125,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,15383038,4445435126,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164823,metagenomic data from human fecal samples,DRX162125,2431557158,SAMD00164823,human feces_10889
DRR171514,SAMD00164824,DRX162126,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,16422899,4810619128,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164824,metagenomic data from human fecal samples,DRX162126,1943735630,SAMD00164824,human feces_10890
DRR171518,SAMD00164828,DRX162130,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,9031452,2637550989,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164828,metagenomic data from human fecal samples,DRX162130,1077478034,SAMD00164828,human feces_10924
DRR171522,SAMD00164832,DRX162134,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,18767595,5473195776,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164832,metagenomic data from human fecal samples,DRX162134,2412499450,SAMD00164832,human feces_10938
DRR171526,SAMD00164836,DRX162138,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,21258918,6195102682,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164836,metagenomic data from human fecal samples,DRX162138,3195886074,SAMD00164836,human feces_10975
DRR171527,SAMD00164837,DRX162139,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,19281714,5498411373,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164837,metagenomic data from human fecal samples,DRX162139,2452684126,SAMD00164837,human feces_10976
DRR171529,SAMD00164839,DRX162141,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25117271,7298910575,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164839,metagenomic data from human fecal samples,DRX162141,3894052796,SAMD00164839,human feces_10989
DRR171531,SAMD00164841,DRX162143,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,18630239,5444934161,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164841,metagenomic data from human fecal samples,DRX162143,2963491067,SAMD00164841,human feces_10992
DRR171534,SAMD00164844,DRX162146,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,23295395,6770954653,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164844,metagenomic data from human fecal samples,DRX162146,3434839200,SAMD00164844,human feces_11010
DRR171537,SAMD00164847,DRX162149,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25914840,7531530757,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164847,metagenomic data from human fecal samples,DRX162149,4030035468,SAMD00164847,human feces_11030
DRR171538,SAMD00164848,DRX162150,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24466340,7032760830,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164848,metagenomic data from human fecal samples,DRX162150,3099856443,SAMD00164848,human feces_11031
DRR171541,SAMD00164851,DRX162153,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,15344739,4471183844,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164851,metagenomic data from human fecal samples,DRX162153,2230600698,SAMD00164851,human feces_11045
DRR171545,SAMD00164855,DRX162157,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,11777515,3431353027,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164855,metagenomic data from human fecal samples,DRX162157,1601688846,SAMD00164855,human feces_11057
DRR171546,SAMD00164856,DRX162158,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,27581833,7868107290,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164856,metagenomic data from human fecal samples,DRX162158,3563907527,SAMD00164856,human feces_11062
DRR171547,SAMD00164857,DRX162159,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,23692175,6930334679,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164857,metagenomic data from human fecal samples,DRX162159,3549432383,SAMD00164857,human feces_11074
DRR171548,SAMD00164858,DRX162160,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,21259660,6196627484,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164858,metagenomic data from human fecal samples,DRX162160,3282899389,SAMD00164858,human feces_11081
DRR171550,SAMD00164860,DRX162162,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22584393,6577173296,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164860,metagenomic data from human fecal samples,DRX162162,3337380963,SAMD00164860,human feces_11097
DRR171552,SAMD00164862,DRX162164,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,20538847,6017006200,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164862,metagenomic data from human fecal samples,DRX162164,2772986035,SAMD00164862,human feces_11106
DRR171553,SAMD00164863,DRX162165,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22169408,6492670402,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164863,metagenomic data from human fecal samples,DRX162165,3129992984,SAMD00164863,human feces_11110
DRR171555,SAMD00164865,DRX162167,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,18974434,5529771435,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164865,metagenomic data from human fecal samples,DRX162167,2548165845,SAMD00164865,human feces_11124
DRR171559,SAMD00164869,DRX162171,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,21434258,6229028035,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164869,metagenomic data from human fecal samples,DRX162171,3004539846,SAMD00164869,human feces_11151
DRR171561,SAMD00164871,DRX162173,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,3977799,1149382645,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164871,metagenomic data from human fecal samples,DRX162173,600410466,SAMD00164871,human feces_11162
DRR171562,SAMD00164872,DRX162174,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,6719325,1956863746,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164872,metagenomic data from human fecal samples,DRX162174,884758288,SAMD00164872,human feces_11168
DRR171568,SAMD00164878,DRX162180,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,13522453,3950667801,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164878,metagenomic data from human fecal samples,DRX162180,1860383838,SAMD00164878,human feces_11213
DRR171573,SAMD00164883,DRX162185,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,23698859,6754265326,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164883,metagenomic data from human fecal samples,DRX162185,3210229897,SAMD00164883,human feces_11237
DRR171579,SAMD00164889,DRX162191,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,18522880,5399736923,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164889,metagenomic data from human fecal samples,DRX162191,2521698185,SAMD00164889,human feces_11281
DRR171581,SAMD00164891,DRX162193,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,30908874,8778708487,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164891,metagenomic data from human fecal samples,DRX162193,4567937416,SAMD00164891,human feces_11299
DRR171590,SAMD00164900,DRX162202,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,27618782,8027472821,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164900,metagenomic data from human fecal samples,DRX162202,4254957164,SAMD00164900,human feces_11407
DRR171591,SAMD00164901,DRX162203,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22036779,6447759612,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164901,metagenomic data from human fecal samples,DRX162203,2835930530,SAMD00164901,human feces_11409
DRR171593,SAMD00164903,DRX162205,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25363708,7409092107,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164903,metagenomic data from human fecal samples,DRX162205,4029232386,SAMD00164903,human feces_11417
DRR171600,SAMD00164910,DRX162212,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24948342,7204224358,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164910,metagenomic data from human fecal samples,DRX162212,3890306246,SAMD00164910,human feces_11433
DRR171601,SAMD00164911,DRX162213,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25340408,7375402725,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164911,metagenomic data from human fecal samples,DRX162213,4079108596,SAMD00164911,human feces_11434
DRR171602,SAMD00164912,DRX162214,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,28747394,8373011677,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164912,metagenomic data from human fecal samples,DRX162214,4523222336,SAMD00164912,human feces_11438
DRR171606,SAMD00164916,DRX162218,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25038481,7323407852,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164916,metagenomic data from human fecal samples,DRX162218,3536834470,SAMD00164916,human feces_11450
DRR171608,SAMD00164918,DRX162220,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,24085427,7017329798,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164918,metagenomic data from human fecal samples,DRX162220,3884571220,SAMD00164918,human feces_11452
DRR171609,SAMD00164919,DRX162221,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,22939893,6688985829,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164919,metagenomic data from human fecal samples,DRX162221,3663867087,SAMD00164919,human feces_11453
DRR171610,SAMD00164920,DRX162222,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,26852978,7834209100,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164920,metagenomic data from human fecal samples,DRX162222,3839616334,SAMD00164920,human feces_11454
DRR171616,SAMD00164926,DRX162228,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,26651879,7727821307,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164926,metagenomic data from human fecal samples,DRX162228,4109982996,SAMD00164926,human feces_11464
DRR171619,SAMD00164929,DRX162231,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,26745181,7827031456,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164929,metagenomic data from human fecal samples,DRX162231,3755250085,SAMD00164929,human feces_11473
DRR171620,SAMD00164930,DRX162232,PRJDB4176,408170,human gut metagenome,ILLUMINA,,800,PAIRED,WGS,METAGENOMIC,RANDOM,25637909,7498805818,Illumina HiSeq 2500 paired end sequencing: Illumina HiSeq 2500 paired end sequencing of SAMD00164930,metagenomic data from human fecal samples,DRX162232,3629654350,SAMD00164930,human feces_11475
