user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin_1315445	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sediminilitoris	GCF_016785945.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sediminilitoris	98.63	0.942	GCF_016785945.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya sediminilitoris	98.63	0.942	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_007827365.1, s__Olleya sp002323495, 95.0, 82.93, 0.327; GCF_000518485.1, s__Olleya marilimosa, 95.0, 82.77, 0.328; GCF_900114005.1, s__Olleya namhaensis, 95.0, 81.6, 0.291; GCF_002831645.1, s__Olleya sp002831645, 95.0, 81.11, 0.247; GCF_004843725.1, s__Olleya sp004843725, 95.0, 80.9, 0.261; GCA_947503885.1, s__Olleya sp947503885, 95.0, 80.85, 0.235; GCF_003259525.1, s__Olleya aquimaris, 95.0, 79.62, 0.168	85.38	11	N/A	N/A
bin_1318659	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAJQQK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAJQQK01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.05	11	0.94808	N/A
bin_1327645	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JANQPX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JANQPX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	73.31	11	0.94362	N/A
bin_1330403	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.62	11	0.93509	N/A
bin_1338410	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CALKXS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CALKXS01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.81	11	0.98251	N/A
bin_1348881	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp000355805	GCF_000355805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp000355805	97.79	0.732	GCF_000355805.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp000355805	97.79	0.732	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_913060645.1, s__Dokdonia sp913060645, 95.0, 90.95, 0.588; GCF_000212355.1, s__Dokdonia sp000212355, 95.0, 90.62, 0.599; GCF_003095655.1, s__Dokdonia sp003095655, 95.0, 90.38, 0.596; GCA_020628615.1, s__Dokdonia sp020628615, 95.0, 85.22, 0.166; GCF_947496725.1, s__Dokdonia sp947496725, 95.0, 84.69, 0.159	65.72	11	N/A	N/A
bin_1355362	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_B;s__Maribacter_B vaceletii	GCF_003634105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_B;s__Maribacter_B vaceletii	96.4	0.833	GCF_003634105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_B;s__Maribacter_B vaceletii	96.4	0.833	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_947500405.1, s__Maribacter_B sp947500405, 95.0, 90.99, 0.651; GCF_947495965.1, s__Maribacter_B sp947495965, 95.0, 89.86, 0.684; GCA_947504045.1, s__Maribacter_B sp947504045, 95.0, 84.58, 0.343; GCF_947496775.1, s__Maribacter_B sp947496775, 95.0, 82.66, 0.165	47.83	11	N/A	N/A
bin_1360208	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.89	11	0.97517	N/A
bin_1380972	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.94	11	0.80433	N/A
bin_1406449	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__CALDCK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__CALDCK01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.54	11	0.8985	N/A
bin_1415033	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.0	11	0.96201	N/A
bin_1437311	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__CALFCE01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__CALFCE01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.4	11	0.97002	N/A
bin_1475309	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp002377945	GCF_002377945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sp002377945	96.62	0.896	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_002377945.1, s__Psychrobacter sp002377945, 95.0, 96.62, 0.896; GCA_913061175.1, s__Psychrobacter sp913061175, 95.0, 94.53, 0.858; GCF_001435845.1, s__Psychrobacter sp001435845, 95.0, 94.51, 0.852; GCF_904846625.1, s__Psychrobacter sp000586415, 95.0, 94.47, 0.851; GCF_014770435.1, s__Psychrobacter sp014770435, 95.0, 94.34, 0.863; GCF_947500265.1, s__Psychrobacter sp947500265, 95.0, 94.27, 0.819; GCF_030407815.1, s__Psychrobacter sp030407815, 95.0, 94.23, 0.85; GCF_022129425.1, s__Psychrobacter sp022129425, 95.0, 93.97, 0.837; GCF_904846365.1, s__Psychrobacter nivimaris_B, 95.0, 93.97, 0.814; GCF_022129405.1, s__Psychrobacter sp022129405, 95.0, 93.97, 0.811; GCF_002863645.1, s__Psychrobacter sp002863645, 95.0, 93.97, 0.811; GCF_009812035.1, s__Psychrobacter nivimaris_A, 95.0, 93.97, 0.805; GCF_002836715.1, s__Psychrobacter sp002836715, 95.0, 93.97, 0.799; GCF_904846645.1, s__Psychrobacter sp904846645, 95.0, 93.96, 0.827; GCF_002836505.1, s__Psychrobacter sp002836505, 95.0, 93.96, 0.818; GCF_904846235.1, s__Psychrobacter immobilis_C, 95.0, 93.9, 0.804; GCF_013414195.1, s__Psychrobacter sp013414195, 95.0, 93.86, 0.805; GCF_002836735.1, s__Psychrobacter sp002836735, 95.0, 93.83, 0.802; GCF_904846705.1, s__Psychrobacter sp904846705, 95.0, 93.82, 0.816; GCF_000586435.1, s__Psychrobacter sp000586435, 95.0, 93.8, 0.826; GCF_003350005.1, s__Psychrobacter proteolyticus_A, 95.0, 93.33, 0.821; GCF_030407455.1, s__Psychrobacter sp030407455, 95.0, 86.55, 0.455; GCF_904846415.1, s__Psychrobacter piscatorii_A, 95.0, 85.31, 0.396; GCF_016106655.1, s__Psychrobacter sp016106655, 95.0, 85.07, 0.39; GCF_022129235.1, s__Psychrobacter sp022129235, 95.0, 84.91, 0.398; GCF_015277735.1, s__Psychrobacter sp015277735, 95.0, 84.89, 0.385; GCF_001444505.1, s__Psychrobacter piscatorii, 96.15, 84.61, 0.371; GCF_900101915.1, s__Psychrobacter pacificensis, 95.0, 84.07, 0.333; GCF_030454045.1, s__Psychrobacter sp030454045, 95.0, 83.39, 0.273; GCF_003217155.1, s__Psychrobacter fozii, 95.0, 83.26, 0.248; GCF_015234355.1, s__Psychrobacter sp015234355, 95.0, 83.23, 0.248; GCF_015864825.1, s__Psychrobacter sp015864825, 95.0, 83.13, 0.244; GCF_904845995.1, s__Psychrobacter fjordensis, 95.0, 82.87, 0.236; GCF_014652895.1, s__Psychrobacter glaciei, 95.0, 82.79, 0.225; GCF_016107525.1, s__Psychrobacter aquimaris, 95.0, 82.06, 0.182; GCF_904846075.1, s__Psychrobacter glacincola_C, 96.5, 81.56, 0.169; GCA_018448495.1, s__Psychrobacter sp018448495, 96.2, 81.56, 0.155; GCF_016107535.1, s__Psychrobacter cibarius, 96.3, 81.52, 0.153; GCF_904846615.1, s__Psychrobacter sp000586455, 96.5, 81.41, 0.178; GCA_904846265.1, s__Psychrobacter immobilis_A, 96.36, 81.4, 0.168; GCF_001435295.1, s__Psychrobacter sp001435295, 95.0, 81.38, 0.174; GCF_904846185.1, s__Psychrobacter immobilis_B, 96.22, 81.34, 0.167; GCF_003148585.1, s__Psychrobacter immobilis, 96.37, 81.34, 0.165; GCA_030686115.1, s__Psychrobacter cibarius_C, 96.46, 81.3, 0.177; GCF_016107545.1, s__Psychrobacter namhaensis, 95.0, 81.22, 0.166; GCF_904846065.1, s__Psychrobacter immobilis_H, 96.12, 81.21, 0.172; GCA_900016235.2, s__Psychrobacter cibarius_A, 96.32, 81.19, 0.165; GCF_000586475.1, s__Psychrobacter sp000586475, 96.28, 81.17, 0.169; GCF_014897815.1, s__Psychrobacter sp003530515, 96.05, 81.08, 0.157; GCF_904845955.1, s__Psychrobacter cibarius_B, 96.31, 81.07, 0.161; GCF_904846525.1, s__Psychrobacter sp904846525, 96.47, 80.89, 0.158	97.12	11	N/A	N/A
bin_1479957	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.19	11	0.9642	N/A
bin_1483024	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__CAKZUP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__CAKZUP01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.45	11	0.98655	N/A
bin_1505020	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__CALDCK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__CALDCK01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.09	11	0.89768	N/A
bin_1506086	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__CALHAX01;g__CALHAX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__CALHAX01;g__CALHAX01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.05	11	0.96679	N/A
bin_1524409	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_C;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.85	11	0.97589	N/A
bin_1529027	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp947496725	GCF_947496725.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp947496725	97.4	0.855	GCF_947496725.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp947496725	97.4	0.855	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001653755.1, s__Dokdonia donghaensis, 95.0, 94.5, 0.803; GCA_020628615.1, s__Dokdonia sp020628615, 95.0, 94.27, 0.762; GCF_000355805.1, s__Dokdonia sp000355805, 95.0, 89.17, 0.262; GCF_000212355.1, s__Dokdonia sp000212355, 95.0, 84.7, 0.171; GCF_003095655.1, s__Dokdonia sp003095655, 95.0, 84.39, 0.164	78.69	11	N/A	N/A
bin_1532639	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__Hellea sp020629875	GCA_020629875.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__Hellea sp020629875	97.79	0.687	GCA_020629875.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__Hellea sp020629875	97.79	0.687	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Hellea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	55.01	11	N/A	N/A
bin_1592129	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__RCC1774;s__	N/A	N/A	N/A	N/A	N/A	GCA_937951315.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__RCC1774;s__RCC1774 sp937951315	87.26	0.459	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__RCC1774;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	44.41	11	0.98494	Genome has more than 26.7% of markers with multiple hits
bin_1633526	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__JACOMS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__JACOMS01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.23	11	0.98606	N/A
bin_1641228	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__J046;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__J046;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.45	11	0.71768	N/A
bin_1700770	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UWMA-0217;f__UWMA-0217;g__CALIRD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UWMA-0217;f__UWMA-0217;g__CALIRD01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	68.3	11	0.94985	N/A
bin_1732555	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CALHZT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CALHZT01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.9	11	0.88251	Genome domain questionable ( 11.7% Bacterial, 1.9% Archaeal);Genome has more than 73.3% of markers with multiple hits
bin_1734399	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Aridibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Aridibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.34	11	0.92929	N/A
bin_1750498	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Mariniblastus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	18.57	11	0.97361	Genome has more than 53.3% of markers with multiple hits
bin_1837401	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Waterburya;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.1	11	0.96351	N/A
bin_1874621	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Hyella;s__	N/A	N/A	N/A	N/A	N/A	GCA_937996665.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Hyella;s__Hyella sp937996665	84.24	0.308	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Hyella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.83	11	0.99139	N/A
